timestamp,id,allergic,interaction_min,gluten,egg,lactose,tree_nuts
10/12/2023 14:48:01,46,FALSE,25,FALSE,FALSE,FALSE,FALSE
10/13/2023 12:08:27,47,FALSE,23,FALSE,FALSE,FALSE,FALSE
10/13/2023 16:11:16,48,FALSE,52,FALSE,FALSE,FALSE,FALSE
10/13/2023 16:12:16,49,FALSE,28,FALSE,FALSE,FALSE,FALSE
10/13/2023 16:12:19,50,FALSE,6,FALSE,FALSE,FALSE,FALSE
10/13/2023 16:12:51,51,FALSE,25,FALSE,FALSE,FALSE,FALSE
10/13/2023 16:13:36,52,FALSE,21,FALSE,FALSE,FALSE,FALSE
10/13/2023 16:13:37,53,FALSE,25,FALSE,FALSE,FALSE,FALSE
10/13/2023 16:14:41,54,FALSE,22,FALSE,FALSE,FALSE,FALSE
10/13/2023 16:21:28,55,FALSE,34,FALSE,FALSE,FALSE,FALSE
10/13/2023 16:23:24,56,FALSE,8,FALSE,FALSE,FALSE,FALSE
10/13/2023 16:23:27,57,TRUE,5,FALSE,FALSE,FALSE,FALSE
10/13/2023 16:32:37,58,FALSE,15,FALSE,FALSE,FALSE,FALSE
10/13/2023 16:53:40,59,FALSE,31,FALSE,FALSE,FALSE,FALSE
10/13/2023 17:08:46,60,FALSE,29,FALSE,FALSE,FALSE,FALSE
10/13/2023 17:29:48,61,FALSE,5,FALSE,FALSE,TRUE,FALSE
10/13/2023 17:30:38,62,FALSE,28,FALSE,FALSE,FALSE,FALSE
10/13/2023 17:43:42,63,FALSE,26,FALSE,FALSE,FALSE,FALSE
10/13/2023 18:15:41,64,FALSE,40,FALSE,FALSE,FALSE,FALSE
10/13/2023 18:40:14,65,FALSE,21,FALSE,FALSE,TRUE,FALSE
10/13/2023 18:46:30,66,TRUE,27,FALSE,FALSE,FALSE,FALSE
10/13/2023 18:48:56,67,FALSE,7,FALSE,FALSE,FALSE,FALSE
10/13/2023 18:51:00,68,FALSE,21,FALSE,FALSE,FALSE,FALSE
10/13/2023 18:51:03,69,FALSE,48,FALSE,FALSE,FALSE,FALSE
10/13/2023 18:56:26,70,FALSE,12,FALSE,FALSE,FALSE,FALSE
10/13/2023 19:00:23,71,FALSE,48,FALSE,FALSE,FALSE,FALSE
10/13/2023 19:03:13,72,FALSE,20,FALSE,FALSE,FALSE,FALSE
10/13/2023 19:04:46,73,FALSE,37,FALSE,FALSE,FALSE,FALSE
10/13/2023 19:27:06,74,FALSE,6,FALSE,FALSE,FALSE,FALSE
10/13/2023 19:34:17,75,FALSE,36,FALSE,FALSE,FALSE,FALSE
10/13/2023 19:41:06,76,FALSE,17,FALSE,FALSE,FALSE,FALSE
10/13/2023 19:50:22,77,FALSE,57,FALSE,FALSE,FALSE,FALSE
10/13/2023 20:35:30,78,FALSE,11,FALSE,FALSE,FALSE,FALSE
10/13/2023 23:51:15,79,FALSE,37,FALSE,FALSE,FALSE,FALSE
10/14/2023 0:59:41,80,FALSE,17,FALSE,FALSE,FALSE,FALSE
10/14/2023 12:39:31,81,FALSE,44,FALSE,FALSE,FALSE,FALSE
10/14/2023 13:02:24,82,FALSE,54,FALSE,FALSE,FALSE,FALSE
10/14/2023 13:57:54,83,TRUE,41,FALSE,FALSE,FALSE,TRUE
10/14/2023 14:02:09,84,FALSE,7,FALSE,FALSE,FALSE,FALSE
10/14/2023 14:43:54,85,FALSE,48,FALSE,FALSE,FALSE,FALSE
10/15/2023 13:25:35,86,TRUE,58,FALSE,FALSE,FALSE,TRUE
10/16/2023 19:15:09,87,FALSE,46,FALSE,FALSE,FALSE,FALSE
10/16/2023 22:10:02,88,FALSE,41,FALSE,FALSE,FALSE,FALSE
10/17/2023 14:59:12,89,FALSE,34,FALSE,FALSE,FALSE,FALSE
10/17/2023 15:49:20,90,TRUE,60,FALSE,FALSE,FALSE,FALSE
10/18/2023 17:48:28,91,FALSE,38,FALSE,FALSE,FALSE,FALSE
10/18/2023 18:51:02,92,FALSE,54,FALSE,FALSE,FALSE,FALSE
10/19/2023 11:48:31,93,FALSE,47,FALSE,FALSE,FALSE,FALSE
10/19/2023 14:15:52,94,FALSE,18,FALSE,FALSE,FALSE,FALSE
10/19/2023 14:17:37,95,FALSE,28,FALSE,FALSE,FALSE,FALSE
10/19/2023 14:33:48,96,FALSE,47,FALSE,FALSE,FALSE,FALSE
10/20/2023 15:12:52,97,FALSE,10,FALSE,FALSE,FALSE,FALSE
10/21/2023 9:55:25,98,FALSE,19,FALSE,FALSE,FALSE,FALSE
10/21/2023 10:56:44,99,FALSE,30,FALSE,FALSE,FALSE,FALSE
10/21/2023 11:28:42,100,FALSE,24,FALSE,FALSE,FALSE,FALSE
10/21/2023 13:37:45,101,TRUE,60,FALSE,FALSE,FALSE,FALSE
10/21/2023 14:12:03,102,FALSE,17,FALSE,FALSE,FALSE,FALSE
10/21/2023 15:56:43,103,FALSE,26,FALSE,FALSE,FALSE,FALSE
10/22/2023 11:32:24,104,FALSE,44,FALSE,FALSE,FALSE,FALSE
10/22/2023 11:56:17,105,FALSE,34,FALSE,FALSE,FALSE,FALSE
10/22/2023 12:17:54,106,FALSE,18,FALSE,FALSE,FALSE,FALSE
10/22/2023 13:40:46,107,FALSE,13,FALSE,FALSE,FALSE,FALSE
10/22/2023 14:37:13,108,FALSE,34,FALSE,FALSE,FALSE,FALSE
10/22/2023 19:54:39,109,FALSE,9,FALSE,FALSE,FALSE,FALSE
10/24/2023 14:17:45,110,FALSE,57,FALSE,FALSE,FALSE,FALSE
10/24/2023 14:21:49,111,FALSE,6,FALSE,FALSE,FALSE,FALSE
10/9/2023 15:18:07,112,FALSE,20,FALSE,FALSE,FALSE,FALSE
10/11/2023 20:48:02,113,FALSE,19,FALSE,FALSE,FALSE,FALSE
10/13/2023 16:58:25,114,FALSE,24,FALSE,FALSE,FALSE,FALSE
10/13/2023 17:11:16,115,FALSE,14,FALSE,FALSE,FALSE,FALSE
10/13/2023 18:50:44,116,FALSE,47,FALSE,FALSE,FALSE,FALSE
10/26/2023 18:30:28,117,FALSE,18,FALSE,FALSE,FALSE,FALSE
